id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-249,Capture,Popup — site access panel,As an analyst I use the site access panel during an investigation,"Shows whether the current tab's origin has persistent site access (""connected""/""not connected""/""unavailable""), the exact origin, and a hint explaining what access enables",extension/src/popup.ts; extension/src/siteAccess.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-250,Capture,Popup — Review permissions and audit log link,As an analyst I use the review permissions and audit log link during an investigation,Opens the options page to review all approved origins and the permission audit trail,extension/src/popup.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-251,Capture,Capture trigger — click/keydown activity,As an analyst I use the click/keydown activity during an investigation,"Clicks (and debounced keydown bursts, max 1/3s) on the page notify the service worker to capture, so evidence reflects analyst interaction",extension/src/content.ts; extension/src/serviceWorker.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-252,Analysis,Extended-thinking / deep-reasoning toggle,As an analyst I use the extended-thinking / deep-reasoning toggle during an investigation,"Checking 'deep reasoning' on Synthesize gives the model a larger chain-of-thought budget for harder cases, at extra cost/time.",companion/src/analysis/synthThinking.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-253,Analysis,AI-generated hunt suggestions,As an analyst I use the AI-generated hunt suggestions during an investigation,"After synthesis, the analyst can request proactive Velociraptor VQL hunts derived from the case's findings and uncovered techniques.",companion/src/analysis/ai/hunts.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-254,Analysis,Analysis-run manifest & replay,As an analyst I use the analysis-run manifest & replay during an investigation,"Every AI run (synthesis, deep pass, etc.) is recorded as a reproducible manifest (prompt/model/inputs hash) so a past run can be diffed or replayed later.",companion/src/analysis/analysisRunStore.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-255,Analysis,Prompt capability-drift warning,As an analyst I use the prompt capability-drift warning during an investigation,"If the analyst has ejected/customized a prompt file that predates a newer feature, preflight warns them the customized prompt is missing required output sections.",companion/src/analysis/promptCapabilities.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-256,Analysis,Prompt budget / token estimation,As an analyst I use the prompt budget / token estimation during an investigation,Large imports are automatically split into AI-call-sized batches so a huge file never blows past the model's context window.,companion/src/analysis/promptBudget.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-257,Analysis,Initial-access phishing correlation,As an analyst I use the initial-access phishing correlation during an investigation,A host contacting a domain that was delivered via a phishing email earlier in the case is automatically linked and tagged as the initial-access vector.,companion/src/analysis/initialAccess.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-258,Analysis,Clock-skew detection & alignment,As an analyst I use the clock-skew detection & alignment during an investigation,"Hosts whose clocks disagree (NTP drift, tampering) are detected from correlated cross-host events, and the dashboard can show timestamps aligned to a common clock.",companion/src/analysis/clockSkew.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-259,Analysis,IOC diff between imports,As an analyst I use the IOC diff between imports during an investigation,The dashboard shows exactly which IOCs a new import actually added versus indicators already tracked.,companion/src/analysis/iocsDiff.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-260,Analysis,IOC repair (dedup corruption fix),As an analyst I use the IOC repair (dedup corruption fix) during an investigation,"A background repair pass collapses accidental duplicate-id IOC entries caused by concurrent imports, keeping the IOC list clean.",companion/src/analysis/iocRepair.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-261,Analysis,Known-playbook (kill-chain) matching,As an analyst I use the known-playbook (kill-chain) matching during an investigation,"The case's observed technique sequence is compared against known ransomware/intrusion playbooks (Conti, LockBit, BlackCat...) and ranked by fuzzy match, offline.",companion/src/analysis/playbookMatch.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-262,Analysis,Incident-type auto-playbook,As an analyst I use the incident-type auto-playbook during an investigation,"Analyst selects an incident type (e.g. ransomware, BEC) and the case is seeded with a tailored set of initial questions and next steps.",companion/src/analysis/incidentTypes.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-263,Analysis,Reconnaissance/credential-access command tagging,As an analyst I use the reconnaissance/credential-access command tagging during an investigation,"Discovery/credential-access shell commands (whoami, net group, cat .env...) are auto-tagged with their ATT&CK technique even when individually benign.",companion/src/analysis/reconTechniques.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-264,Analysis,Attacker tradecraft grading,As an analyst I use the attacker tradecraft grading during an investigation,Windows command lines matching known real-world intrusion tradecraft patterns are automatically graded and tagged with the correct ATT&CK technique.,companion/src/analysis/tradecraftRules.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-265,Analysis,Confidence scoring & labeling,As an analyst I use the confidence scoring & labeling during an investigation,"Every finding shows a 0-100 AI confidence score plus a low/medium/high badge, with the reasoning behind it.",companion/src/analysis/confidence.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-266,Analysis,Structured hypothesis tracking,As an analyst I use the structured hypothesis tracking during an investigation,Analyst (or auto-gen) proposes explicit hypotheses ('initial access was phishing') with supporting evidence and an open/supported/refuted status that survives re-synthesis.,companion/src/analysis/hypothesis.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-267,Analysis,Multi-platform hunt-query translation,As an analyst I use the multi-platform hunt-query translation during an investigation,"Analyst describes intent in plain English and gets it translated into runnable queries for Velociraptor/KQL/ES|QL/SPL/Sigma/YARA/Suricata, grounded in each platform's real schema.",companion/src/analysis/queryTranslate.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-268,Analysis,Durable background job manager,As an analyst I use the durable background job manager during an investigation,"Long-running operations (synthesis, deep pass, enrichment, exports) run as trackable background jobs with live progress, surfaced in a job queue UI rather than blocking the request.",companion/src/analysis/jobManager.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
